city_a,city_b,n_flights_annual,avg_seats,air_pax_estimated,distance_km
Paris,Toulouse,16820.0,171.0,2300976,587.8
Paris,Turin,1136.0,102.6,93243,583.7
Paris,Valencia,0.0,180.0,0,1065.2
Paris,Venice,6393.0,159.4,815235,844.3
Paris,Vienna,5450.0,173.5,756460,1033.6
Paris,Vilnius,668.0,157.7,84275,
Paris,Warsaw,4734.0,149.2,565050,
Paris,Zagreb,14.0,142.4,1595,
Paris,Zurich,3902.0,138.5,432342,489.0
Porto,Prague,164.0,178.8,23459,
Porto,Riga,28.0,141.7,3174,
Porto,Rome,505.0,194.7,78659,1756.0
Porto,Rotterdam,13.0,154.5,1607,1556.5
Porto,Seville,368.0,185.5,54611,476.3
Porto,Stockholm,52.0,184.2,7663,
Porto,Strasbourg,1262.0,180.0,181728,1526.5
Porto,Stuttgart,254.0,157.6,32024,1630.8
Porto,Tallinn,2.0,180.0,288,
Porto,Tenerife,0.0,189.0,0,
Porto,Toulouse,891.0,181.2,129159,869.2
Porto,Turin,46.0,183.7,6760,1390.2
Porto,Valencia,0.0,189.0,0,722.0
Porto,Venice,195.0,186.7,29125,1755.2
Porto,Vienna,458.0,181.7,66575,2113.8
Porto,Vilnius,1.0,150.0,120,
Porto,Warsaw,110.0,212.6,18709,
Porto,Zagreb,0.0,189.0,0,
Porto,Zurich,2440.0,172.3,336330,1527.1
Prague,Riga,462.0,155.1,57325,
Prague,Rome,1814.0,193.3,280517,
Prague,Rotterdam,47.0,153.3,5764,
Prague,Seville,52.0,187.3,7792,
Prague,Stockholm,930.0,173.3,128935,
Prague,Strasbourg,380.0,175.4,53322,
Prague,Stuttgart,67.0,152.4,8169,
Prague,Tallinn,27.0,151.6,3275,
Prague,Toulouse,66.0,144.3,7619,
Prague,Turin,129.0,182.6,18844,
Prague,Venice,666.0,194.3,103523,
Prague,Vienna,2184.0,124.4,217352,
Prague,Vilnius,40.0,234.3,7498,
Prague,Warsaw,3088.0,97.8,241605,
Prague,Zagreb,0.0,180.0,0,
Prague,Zurich,2254.0,135.4,244153,
Riga,Rome,382.0,156.5,47826,
Riga,Rotterdam,5.0,141.4,566,
Riga,Seville,2.0,220.8,353,
Riga,Stockholm,1390.0,153.3,170470,
Riga,Strasbourg,2.0,149.8,240,
Riga,Stuttgart,184.0,132.2,19460,
Riga,Tallinn,1854.0,133.3,197711,
Riga,Turin,1.0,130.0,104,
Riga,Venice,173.0,177.2,24524,
Riga,Vienna,858.0,146.8,100764,
Riga,Vilnius,1668.0,133.6,178276,
Riga,Warsaw,808.0,86.9,56172,
Riga,Zurich,368.0,135.2,39803,
Rome,Rotterdam,298.0,161.8,38573,1269.6
Rome,Seville,684.0,191.0,104515,1656.5
Rome,Stockholm,1375.0,182.0,200200,
Rome,Strasbourg,892.0,179.4,128020,832.0
Rome,Stuttgart,558.0,159.3,71112,809.1
Rome,Tallinn,236.0,196.3,37061,
Rome,Tenerife,0.0,180.0,0,
Rome,Toulouse,256.0,186.2,38134,922.8
Rome,Turin,2031.0,161.3,262080,525.6
Rome,Valencia,1.0,180.0,144,1118.6
Rome,Venice,2698.0,173.1,373619,394.5
Rome,Vienna,2872.0,188.5,433098,764.8
Rome,Vilnius,381.0,187.8,57241,
Rome,Warsaw,964.0,211.3,162955,
Rome,Zagreb,2.0,183.0,293,
Rome,Zurich,3090.0,157.6,389587,684.5
Rotterdam,Seville,8.0,157.3,1007,1811.6
Rotterdam,Stockholm,36.0,145.6,4193,
Rotterdam,Strasbourg,22.0,150.0,2640,437.8
Rotterdam,Stuttgart,35.0,152.2,4262,482.5
Rotterdam,Tallinn,10.0,151.0,1208,
Rotterdam,Tenerife,2.0,186.8,299,
Rotterdam,Toulouse,8.0,150.0,960,952.1
Rotterdam,Turin,8.0,150.0,960,797.5
Rotterdam,Venice,18.0,146.1,2104,922.2
Rotterdam,Vienna,60.0,148.3,7118,942.5
Rotterdam,Vilnius,8.0,151.2,968,
Rotterdam,Warsaw,16.0,156.4,2002,
Rotterdam,Zurich,110.0,150.2,13218,585.1
Seville,Stockholm,4.0,154.9,496,
Seville,Strasbourg,5.0,152.8,611,1667.2
Seville,Stuttgart,4.0,133.9,428,1760.2
Seville,Tenerife,31.0,180.4,4474,
Seville,Toulouse,320.0,185.1,47386,933.0
Seville,Turin,148.0,188.2,22283,1423.6
Seville,Venice,273.0,187.9,41037,1763.9
Seville,Vienna,246.0,181.2,35660,2172.1
Seville,Warsaw,72.0,214.7,12367,
Seville,Zurich,180.0,177.0,25488,1624.7
Stockholm,Strasbourg,40.0,150.5,4816,
Stockholm,Stuttgart,192.0,168.8,25928,
Stockholm,Tallinn,2358.0,112.8,212786,
Stockholm,Tenerife,17.0,191.4,2603,
Stockholm,Toulouse,6.0,151.6,728,
Stockholm,Turin,162.0,175.2,22706,
Stockholm,Venice,235.0,183.2,34442,
Stockholm,Vienna,2470.0,177.3,350345,
Stockholm,Vilnius,918.0,112.0,82253,
Stockholm,Warsaw,2067.0,99.5,164533,
Stockholm,Zurich,2673.0,165.7,354333,
Strasbourg,Stuttgart,97.0,149.3,11586,107.4
Strasbourg,Tallinn,5.0,150.0,600,
Strasbourg,Tenerife,8.0,182.6,1169,
Strasbourg,Toulouse,1051.0,146.1,122841,736.2
Strasbourg,Turin,12.0,146.6,1407,390.7
Strasbourg,Venice,284.0,158.4,35988,493.2
Strasbourg,Vienna,1020.0,125.7,102571,637.9
Strasbourg,Vilnius,8.0,164.2,1051,
Strasbourg,Warsaw,234.0,202.2,37852,
Strasbourg,Zagreb,2.0,179.5,287,
Strasbourg,Zurich,747.0,149.7,89461,148.0
Stuttgart,Tallinn,14.0,152.9,1712,
Stuttgart,Tenerife,5.0,178.7,715,
Stuttgart,Toulouse,5.0,155.9,624,827.4
Stuttgart,Turin,14.0,151.4,1696,427.9
Stuttgart,Venice,225.0,159.0,28620,441.9
Stuttgart,Vienna,2766.0,142.7,315767,533.8
Stuttgart,Vilnius,13.0,169.1,1759,
Stuttgart,Warsaw,544.0,93.9,40865,
Stuttgart,Zagreb,3.0,166.7,400,
Stuttgart,Zurich,1394.0,132.1,147318,164.2
Tallinn,Tenerife,0.0,189.0,0,
Tallinn,Toulouse,3.0,166.7,400,
Tallinn,Turin,1.0,99.0,79,
Tallinn,Venice,208.0,201.2,33480,
Tallinn,Vienna,336.0,180.5,48518,
Tallinn,Vilnius,732.0,135.8,79524,
Tallinn,Warsaw,2132.0,96.6,164761,
Tallinn,Zurich,386.0,132.3,40854,
Tenerife,Toulouse,2.0,136.0,218,
Tenerife,Vienna,2.0,220.0,352,
Tenerife,Warsaw,2.0,184.6,295,
Tenerife,Zurich,20.0,176.4,2822,
Toulouse,Turin,2.0,150.0,240,522.4
Toulouse,Venice,289.0,187.4,43327,886.3
Toulouse,Vienna,9.0,156.7,1128,1260.7
Toulouse,Vilnius,2.0,160.0,256,
Toulouse,Warsaw,2.0,185.8,297,
Toulouse,Zurich,22.0,153.0,2693,693.7
Turin,Valencia,1.0,189.0,151,909.0
Turin,Venice,50.0,147.0,5880,365.9
Turin,Vienna,14.0,150.2,1682,748.7
Turin,Vilnius,105.0,187.5,15750,
Turin,Warsaw,50.0,186.3,7452,
Turin,Zurich,26.0,148.6,3091,263.8
Valencia,Vienna,0.0,180.0,0,1651.9
Valencia,Zurich,1.0,130.0,104,1134.4
Venice,Vienna,2980.0,137.2,327085,435.1
Venice,Vilnius,194.0,188.0,29178,
Venice,Warsaw,548.0,136.7,59929,
Venice,Zurich,2074.0,133.9,222167,360.7
Vienna,Vilnius,449.0,171.6,61639,
Vienna,Warsaw,3689.0,114.4,337617,
Vienna,Zagreb,24.0,98.6,1893,
Vienna,Zurich,5122.0,170.4,698231,591.6
Vilnius,Warsaw,2856.0,99.6,227566,
Vilnius,Zurich,278.0,129.7,28845,
Warsaw,Zagreb,8.0,85.4,547,
Warsaw,Zurich,2836.0,125.3,284281,
Zagreb,Zurich,18.0,81.8,1178,
